timestamp_ms,ax,ay,az
1104935145.0,6.268597,-6.6053867,2.905485
1104935165.0,6.0604215,-6.7202425,3.3699915
1104935185.0,6.072386,-6.856633,3.3604202
1104935204.0,5.9551373,-6.715457,3.2072797
1104935224.0,5.86421,-6.6460648,3.2144582
1104935244.0,6.0364933,-6.660422,3.0107691
1104935263.0,6.1154566,-6.7968125,2.8169506
1104935283.0,5.9503517,-6.780063,2.7188447
1104935303.0,5.7897334,-6.856633,2.6973093
1104935323.0,5.6389856,-6.9741807,2.7379873
1104935342.0,5.715556,-7.177571,2.7667012
1104935362.0,5.9096737,-7.4216385,2.8408787
1104935382.0,6.0173507,-7.565507,2.838486
1104935401.0,5.9383874,-7.673184,2.8480573
1104935421.0,5.646164,-7.630113,2.6063821
1104935441.0,5.741877,-7.481758,2.402693
1104935461.0,5.3422756,-6.916753,2.6374888
1104935480.0,4.5065823,-6.1384873,1.6941184
1104935500.0,5.1720862,-6.262914,2.690131
1104935520.0,5.569594,-6.715457,2.3859432
1104935539.0,5.88096,-7.2158556,2.1993032
1104935559.0,5.8160543,-7.4455667,2.4074786
1104935579.0,5.567201,-7.7090764,2.4409783
1104935599.0,5.347061,-7.819146,2.6446671
1104935618.0,5.0309095,-6.799206,2.333301
1104935638.0,4.8658047,-6.9741807,2.1825533
1104935658.0,4.863412,-7.615756,1.7419748
1104935677.0,4.8035913,-7.967501,1.3013964
1104935697.0,4.743771,-8.26451,1.1482558
1104935717.0,4.6788654,-8.290832,1.3109677
1104935737.0,4.171288,-7.4048886,1.7754744
1104935756.0,4.0564327,-7.225427,1.6342978
1104935776.0,3.9511483,-6.9119673,1.3755739
1104935796.0,3.7118661,-6.7561345,1.3277174
1104935815.0,3.3119657,-7.47458,1.4330016
1104935835.0,2.766103,-8.776874,0.82971126
1104935855.0,2.9742785,-9.423235,2.5366912
1104935874.0,3.010171,-9.327521,3.1785657
1104935894.0,2.4092734,-9.485448,0.68853474
1104935914.0,1.6671991,-9.7609215,-0.6855437
1104935934.0,1.3103695,-10.888539,-0.68075806
1104935953.0,1.4063815,-12.463615,0.9879367
1104935973.0,2.1317058,-14.197215,2.649453
1104935993.0,2.4643083,-13.672888,2.3045874
1104936012.0,2.0072792,-11.616257,1.8137596
1104936032.0,0.79800636,-9.942777,0.33170503
1104936052.0,-0.31256247,-9.294023,-0.21415763
1104936072.0,-1.0166506,-9.29163,1.1075778
1104936091.0,-1.172184,-9.46152,2.402693
1104936111.0,-0.875474,-9.528519,2.0267208
1104936131.0,-0.28145576,-9.626625,1.1386845
1104936150.0,0.22342981,-9.7298155,0.8560323
1104936170.0,0.4749753,-9.777672,1.3755739
1104936190.0,0.5587241,-9.75135,1.9908284
1104936210.0,0.22103699,-9.710672,1.3420744
1104936229.0,-0.07328019,-9.61466,0.36550367
1104936249.0,0.010468599,-9.420842,-0.36011982
1104936269.0,0.063110694,-9.674481,-0.30029923
1104936288.0,0.0032901312,-9.787243,0.35324043
1104936308.0,-0.037387855,-9.698709,1.0884352
1104936328.0,-0.06849455,-9.6122675,1.550549
1104936348.0,-0.10199407,-9.585947,1.6893328
1104936367.0,-0.11395818,-9.564411,1.2990036
1104936387.0,-0.075673014,-9.595518,0.9209376
1104936407.0,0.04875376,-9.61466,0.7722835
1104936426.0,0.17078772,-9.61466,0.93529457
1104936446.0,0.22103699,-9.674481,1.1075778
1104936466.0,0.25244278,-9.676874,1.0022936
1104936486.0,0.09182457,-9.550055,1.0118649
1104936505.0,-0.020638095,-9.530911,1.0740783
1104936525.0,-0.085244305,-9.607482,1.0477573
1104936545.0,0.070289165,-9.727423,0.8919246
1104936564.0,0.053539407,-9.6122675,0.80578303
1104936584.0,0.04636094,-9.660124,0.87278205
1104936604.0,-0.07806584,-9.600304,0.9520443
1104936624.0,-0.13310076,-9.70828,1.1171491
1104936643.0,-0.11874382,-9.727423,1.1434702
1104936663.0,-0.03260221,-9.6122675,0.887139
1104936683.0,0.041575294,-9.518948,0.7435696
1104936702.0,0.1372882,-9.550055,0.8488538
1104936722.0,0.2620141,-9.624231,1.0046864
1104936742.0,0.32662028,-9.552447,0.99032944
1104936762.0,0.276371,-9.497412,0.8967103
1104936781.0,0.25244278,-9.605089,0.96879405
1104936801.0,0.36729828,-9.717851,1.0836495
1104936821.0,0.39601216,-9.593125,1.1219348
1104936840.0,0.22582264,-9.454341,0.95682997
1104936860.0,0.010468599,-9.399306,0.7316055
1104936880.0,0.1061815,-9.617053,0.887139
1104936900.0,0.24496523,-9.725029,1.0118649
1104936919.0,0.24765715,-9.765707,0.65024954
1104936939.0,0.08703893,-9.7609215,0.8919246
1104936959.0,0.063110694,-9.717851,1.9501505
1104936978.0,-0.16420746,-9.573982,1.9070797
1104936998.0,-0.27906293,-9.636196,0.32213375
1104937018.0,-0.49950173,-9.609875,-0.20697916
1104937038.0,-0.4444668,-9.545269,-0.43669012
1104937057.0,-0.24795625,-9.61466,0.12113664
1104937077.0,-0.36311084,-9.703494,1.8424734
1104937097.0,0.04636094,-9.585947,0.8225328
1104937116.0,0.36251262,-9.585947,0.5353941
1104937136.0,0.3696911,-9.617053,0.37507495
1104937156.0,0.39601216,-9.703494,-0.055932228
1104937176.0,0.19950159,-9.837492,-0.23808585
1104937195.0,-0.030209387,-9.497412,0.18095721
1104937215.0,-0.0038883367,-9.667302,0.16420746
1104937235.0,-0.116351,-9.806385,0.08045866
1104937254.0,-0.5736792,-9.753743,1.2343974
1104937274.0,-0.8679964,-9.780065,2.1634107
1104937294.0,-0.70289165,-9.830314,1.820938
1104937314.0,-0.6239285,-9.621839,0.9496515
1104937333.0,-0.14985052,-9.6122675,0.46839502
1104937353.0,0.41994038,-9.679267,0.3149553
1104937373.0,0.59940207,-9.662517,0.39900318
1104937392.0,0.41994038,-9.746565,0.7076773
1104937412.0,0.12771691,-9.75135,1.0932208
1104937432.0,-0.030209387,-9.569197,1.1099706
1104937452.0,-0.16181463,-9.490233,0.78664047
1104937471.0,-0.19292133,-9.564411,0.63828546
1104937491.0,-0.14506488,-9.578768,0.78424764
1104937511.0,-0.049351968,-9.547662,0.9711869
