timestamp_ms,ax,ay,az
1108381480.0,4.3797626,-8.738588,-0.23090738
1108381500.0,3.903292,-8.590233,0.039780676
1108381520.0,3.536891,-8.664411,0.30059835
1108381540.0,3.5560336,-9.073584,0.50189453
1108381559.0,3.6352959,-9.29163,0.6239285
1108381579.0,3.6352959,-9.2126665,0.69332033
1108381599.0,3.8339,-9.073584,0.5521438
1108381619.0,4.1907296,-8.707481,0.5210371
1108381638.0,4.5185466,-8.403294,0.47078785
1108381658.0,4.6764727,-8.475079,0.5736792
1108381678.0,4.698008,-8.755338,0.8560323
1108381698.0,4.513761,-8.76491,0.779462
1108381717.0,4.324728,-8.748159,0.30059835
1108381737.0,4.1234317,-8.752945,0.05174479
1108381757.0,3.888935,-8.678768,0.42771706
1108381776.0,3.915256,-8.657232,0.67417777
1108381796.0,4.128217,-8.82473,0.48993045
1108381816.0,4.3414774,-8.958728,0.34366915
1108381836.0,4.260122,-8.848659,0.35084763
1108381855.0,3.9391842,-8.702696,0.3822534
1108381875.0,3.8386858,-8.736196,0.39661035
1108381895.0,4.013362,-8.786445,0.4444668
1108381915.0,4.281657,-8.724232,0.43489552
1108381934.0,4.5065823,-8.650054,0.28145576
1108381954.0,4.566403,-8.645268,0.025423741
1108381974.0,4.3797626,-8.5372925,-0.077467635
1108381994.0,4.094718,-8.558827,0.085244305
1108382013.0,4.0683966,-8.879765,0.32452658
1108382033.0,4.05404,-8.851051,0.32213375
1108382053.0,4.0827537,-8.702696,0.20967108
1108382073.0,4.118646,-8.79123,0.09720842
1108382092.0,4.013362,-8.898908,0.19292133
1108382112.0,3.886542,-8.874979,0.19531415
1108382132.0,3.8841493,-8.807981,0.20727827
1108382151.0,4.02054,-8.815159,0.18813568
1108382171.0,4.0827537,-8.788837,0.17617157
1108382191.0,4.039683,-8.822337,0.23120649
1108382211.0,3.874578,-8.853444,0.4755735
1108382230.0,3.8673997,-8.920443,0.47318068
1108382250.0,3.8602211,-8.8701935,0.16660027
1108382270.0,3.8817565,-8.784052,-0.00089730846
1108382290.0,3.9774694,-8.76491,0.1689931
